cor,se,CI
0.8961159007698505,0.006238301771289288,1
0.9065342538601288,0.005643512750756203,1
0.9037500161091276,0.005803139443702976,1
0.8992151079729405,0.0060620848677413975,1
0.9025886821061764,0.0058695762502828895,1
0.9003339520984159,0.005998319378252149,1
0.905422289260767,0.005707323105594672,1
0.8973278202498012,0.006169466038514417,1
0.895689689883264,0.006262487982813185,1
0.8957405330688613,0.006259603386319323,1
0.89383265235345,0.006367735104249373,1
0.894740483459337,0.006316311302170939,1
0.8983340704156815,0.006112241414020608,1
0.8969347483523208,0.006191802296296927,1
0.8906689104335217,0.006546536293252899,1
0.898860349814722,0.0060822867914036936,1
0.9073325384746752,0.005597654702187544,1
0.9028160440304649,0.005856576208979918,1
0.89420846495847,0.006346453651807047,1
0.8939652429941949,0.006360227805273304,1
0.9122347385674044,0.0053151591771695775,0
0.9001260111111782,0.006010176410220581,1
0.8998896384165384,0.006023651324401591,1
0.8967587470625892,0.006201800373924451,1
0.8956520019225573,0.0062646261097901975,1
0.895078671084989,0.0062971414269925845,1
0.9160014781727068,0.0050970618580402785,0
0.9109077996379604,0.005391775972141801,1
0.8974996739956159,0.0061596973977896905,1
0.8988228655676118,0.006084420889491214,1
0.9075070823910119,0.005587622520493219,1
0.9059764076420871,0.005675534679278935,1
0.8882658685469315,0.006681922302751955,1
0.9094104067807502,0.005478100754248963,1
0.8977497591882858,0.006145478524062741,1
0.9090259432238903,0.00550024218620097,1
0.8974726760941498,0.006161232156800497,1
0.8959528095760456,0.0062475580748663434,1
0.9002043091373646,0.006005712089052855,1
0.9068148205609421,0.005627399989910147,1
0.9069987874645136,0.00561683218529129,1
0.9030733427815985,0.005841860498163805,1
0.8951252016459562,0.006294503315161993,1
0.9017461957626279,0.005917719171048498,1
0.9124246281633659,0.005304185924177106,0
0.8973827584898262,0.006166343400905517,1
0.9063575197922661,0.005653659912261356,1
0.9058513242717555,0.005682712108165002,1
0.9040816660699021,0.005784150956587611,1
0.9106575759686165,0.005406211264093518,1
0.8892832778926179,0.006624646687822262,1
0.896646335634407,0.0062081850854929874,1
0.9020722105707318,0.0058990947594101065,1
0.9014162791627969,0.005936559628761023,1
0.9027528490000659,0.005860189886648276,1
0.8957535194289359,0.006258866576793483,1
0.901360019683818,0.005939771735484367,1
0.8971502392240966,0.006179558268380828,1
0.9012610299722383,0.005945423016685832,1
0.90274645088085,0.0058605557358175405,1
0.9057638490792055,0.005687730947319297,1
0.9018480369717962,0.0059119019601935364,1
0.898658614778933,0.006093771162873527,1
0.8904590905614052,0.006558371999289515,1
0.9002412632202126,0.006003604941994888,1
0.9109207300708857,0.005391029913465374,1
0.9074371102149521,0.005591644511327927,1
0.8962614864165523,0.006230037578556763,1
0.8982207400830335,0.006118689622284556,1
0.8930266022654075,0.006413349801464417,1
0.8964430646936472,0.006219728376948266,1
0.9081556216360621,0.005550329818113248,1
0.8927897777096215,0.006426743976016028,1
0.9036944134499157,0.005806322269994209,1
0.9023668270301377,0.005882258266143091,1
0.9011018291518351,0.005954510423107073,1
0.9065980387832479,0.00563985006254876,1
0.8970320671720237,0.006186273078983653,1
0.9028798529147962,0.005852927172683059,1
0.8976105263146246,0.006153395253845615,1
0.9043141987337198,0.0057708332361853815,1
0.8966154430979358,0.0062099395705796775,1
0.9058974014175984,0.005680068263379175,1
0.898189253829041,0.006120480965807755,1
0.8877749059019429,0.006709537859476129,1
0.8860250031096035,0.006807841810495039,0
0.8976498011950059,0.006151162222982424,1
0.9062396497380254,0.005660426304999524,1
0.9093756801725221,0.005480101060129667,1
0.8860085748057109,0.006808763781144545,0
0.8976300814090776,0.0061522834325143496,1
0.9014432654239984,0.005935018790571349,1
0.9034188623380689,0.005822092570356112,1
0.8962200213029325,0.006232391489156324,1
0.8887963448024548,0.006652067032793346,1
0.9064281079613682,0.0056496073398123485,1
0.8864635572305214,0.006783223453905468,0
0.888553278396269,0.006665749052989629,1
0.8933728826194683,0.006393758699788429,1
0.908816655673762,0.005512291216361128,1
0.898490843235027,0.006103320097458303,1
0.8962844310697675,0.006228734999148763,1
0.9165402580612555,0.0050657925931548355,0
0.9025522010652495,0.005871661848970461,1
0.9005363469513326,0.005986775962965074,1
0.9060333372414716,0.0056722676646625645,1
0.9082260614729878,0.005546277739369177,1
0.9067027058004761,0.005633839264888764,1
0.8883157399270187,0.006679116294335572,1
0.907392170901117,0.005594227453217232,1
0.9034881163585045,0.005818129487001451,1
0.886814205561893,0.0067635309488613,0
0.89289672708494,0.006420695640290728,1
0.8877880773428406,0.0067087971945306865,1
0.9014717831118155,0.005933390462180815,1
0.8916287819775717,0.006492355447176226,1
0.8985213375698603,0.006101584605496985,1
0.9027813259656875,0.0058585615213265305,1
0.8958296075072042,0.006254549338705608,1
0.9013169434211381,0.00594223101757029,1
0.9059935395537354,0.005674551553153387,1
0.8936010148215356,0.006380847778835456,1
0.907025389050686,0.005615303904956776,1
0.892789121837191,0.006426781065504342,1
0.9030421462974544,0.00584364494490127,1
0.8978222739759931,0.006141354873718149,1
0.9126506022021119,0.005291124463734844,0
0.9046407102553807,0.005752127333387748,1
0.9096966230852109,0.005461611347046123,1
0.8911681320423676,0.0065183645462461755,1
0.9044392454264079,0.00576367008690997,1
0.902517316304923,0.005873656110431468,1
0.9020763698946196,0.005898857104133039,1
0.90078315530272135,0.005972695951030953,1
0.8982106188106039,0.006119265457423552,1
0.8870684590635138,0.006749247132659851,0
0.9092654108079355,0.005486452238242829,1
0.9000890871830003,0.006012281568324001,1
0.9072851314086723,0.00560037916343095,1
0.8970053819062308,0.0061877892753728955,1
0.8920433453722617,0.006468936983608105,1
0.9105877735107771,0.005410237429302187,1
0.8870507713679546,0.006750240949791219,0
0.9008185649026188,0.005970675574903634,1
0.8986010147830619,0.006097049742171989,1
0.8995725716656384,0.006041720812682191,1
0.9095709038315766,0.0054688548857087325,1
0.9061249758201941,0.005667008377294732,1
0.8910362032142538,0.006525811002137852,1
0.9149780039907884,0.005156410773920331,0
0.8977467778850677,0.00614564805272755,1
0.9007287722057925,0.005975798748998011,1
0.9066815178306981,0.005635056099624853,1
0.8961318170849188,0.006237398344458579,1
0.9036793327691172,0.0058071854896840905,1
0.9032388709944285,0.005832391211471504,1
0.9009357308507532,0.005963989836213816,1
0.89524805958526,0.006287537062362009,1
0.906129830433433,0.005666729748294283,1
0.9032711831870138,0.0058305425421574224,1
0.8971544318856943,0.006179320015358144,1
0.9048516051861127,0.005740041536126954,1
0.9062939841504966,0.005657307318676404,1
0.9018379987166841,0.005912475378551069,1
0.8971230707162292,0.006181102124433732,1
0.9027132372112602,0.0058624548762408885,1
0.9081878651574021,0.005548475036136497,1
0.8952783894863329,0.006285817158565051,1
0.9032596263084486,0.005831203750528789,1
0.9008780888504441,0.005967279120254179,1
0.8982569519818575,0.006116629345599969,1
0.9062650619381292,0.005658967578637731,1
0.8920790943563778,0.006466917032855214,1
0.9058971747188359,0.0056800812713790946,1
0.8963556875301155,0.006224689521766479,1
0.8972934608759487,0.006171418895659948,1
0.9024437210870515,0.005877863084621947,1
0.8937980095646304,0.006369696399887307,1
0.9031510329262177,0.005837416334443776,1
0.8857562030879312,0.0068229249521894325,0
0.9036171116352585,0.0058107468813334085,1
0.8993758352904729,0.006052929526847655,1
0.8983785291499482,0.006109711602718878,1
0.9030619059166948,0.0058425146968692325,1
0.9019202123049163,0.005907778878348097,1
0.8796648813622534,0.007163499562348432,0
0.8910701534651584,0.006523894854234162,1
0.8965822084515395,0.006211827004017175,1
0.9098260572462149,0.005454152721450155,1
0.9061491658355196,0.00566561998415804,1
0.903296195645329,0.005829111465286758,1
0.9093000240682788,0.005484458703255758,1
0.8978672940626837,0.0061387945787219735,1
0.9149212395384911,0.005159700472068026,0
0.8882529713921065,0.006682647934292696,1
0.900776248538925,0.005973090023061453,1
0.9028508883936918,0.005854583597638297,1
0.9098775057595669,0.0054511877132673945,1
0.9138608343735928,0.00522111713441309,0
0.9009778904950961,0.005961583904329278,1
0.9018151232602054,0.005913782076495311,1
0.9040004169184314,0.005788803488894805,1
0.9028507111420588,0.005854593734152855,1
0.8951719046218037,0.006291855290139681,1
0.8994072910700528,0.0060511375529523756,1
0.9031110709180744,0.005839702356915145,1
0.9030097452639398,0.00584549822690495,1
0.906063002626844,0.005670565178077666,1
0.8948216777379577,0.006311709535049236,1
0.9015408754679454,0.005929445151578704,1
0.9033701777895439,0.0058248783772917095,1
0.8930348722415531,0.006412882009151941,1
0.9063598766221346,0.005653524608223646,1
0.9061459911385675,0.005665802198948422,1
0.914466113851782,0.005186069215863285,0
0.8990052541032418,0.0060740360897469595,1
0.9009858458002933,0.005961129904893461,1
0.9017831991921964,0.005915605596243118,1
0.9003745057118644,0.005996006645863635,1
0.9008313799442108,0.005969944363672083,1
0.8940377706876866,0.006356120806873305,1
0.9058121908001072,0.0056849574286375795,1
0.8987312502223218,0.006089636469564545,1
0.9003332061780781,0.005998361916374208,1
0.8945478681616067,0.0063272262969379526,1
0.9026460958657536,0.00586629377020584,1
0.8954624617707115,0.006275377806028315,1
0.9004125604903489,0.005993836324817527,1
0.9112066014094621,0.005374533035620945,0
0.9040838178134779,0.005784027736614246,1
0.9013427111663167,0.005940759916278827,1
