cor,se,CI
0.1681662026613402,0.030774685237442825,1
0.22376716883652528,0.030084529659088505,1
0.22290752984535708,0.030096690395631585,1
0.20064487627509253,0.03039532250532858,1
0.18943100925531933,0.030533856681246467,1
0.19413925305266033,0.030476661914482842,1
0.15660064702182833,0.0308936424052308,1
0.1320787650373744,0.031117835396195895,0
0.2003759962255864,0.030398737405228294,1
0.20340213424782527,0.03036003981281483,1
0.18602858227790162,0.030574314683790772,1
0.21421099827752685,0.030217082419115516,1
0.2301527038048976,0.02999273257102713,1
0.21655698200930792,0.03018507719807111,1
0.26307892272933847,0.029478398613335635,0
0.20232239130966218,0.030373913888337784,1
0.23389782415789423,0.029937691931590845,1
0.19068942053240323,0.03051870725329607,1
0.19748352878514217,0.030435183471420872,1
0.22550926959308157,0.030059741782028183,1
0.1870971619989596,0.03056168726559442,1
0.22195875789278952,0.03011005769746081,1
0.2542467337244756,0.029623104031486994,1
0.20472509875545158,0.03034293980972864,1
0.2133899300965704,0.030228201535663572,1
0.20359798763259657,0.03035751529731422,1
0.2283246682585434,0.030019275873945307,1
0.19043632014020792,0.030521762269515786,1
0.20017713353468955,0.0304012601067088,1
0.21547253162754432,0.03019991520341022,1
0.1864864720765618,0.030568912650984725,1
0.1949539237129184,0.03046662296863354,1
0.1598086687462091,0.0308614955138336,1
0.2244807544517257,0.030074399487684315,1
0.24563689449601428,0.029759410471773735,1
0.17265505114792942,0.030726232977622298,1
0.1998825923779549,0.030404991948655768,1
0.19573187133182476,0.030456997311285327,1
0.18838809656249542,0.030546335810695584,1
0.17314431007876677,0.030720874821428018,1
0.1751555515585809,0.030698689284691827,1
0.18796552885137055,0.030551372496199016,1
0.23623724354509001,0.029902859551380466,1
0.2259748642656478,0.030053084408633426,1
0.1633652121721822,0.030825094222513557,1
0.2287546479930369,0.030013051553014987,1
0.21597926905710194,0.030192991033906862,1
0.22895117064383363,0.030010202821843145,1
0.222422579654218,0.030103530009987105,1
0.23718519839823887,0.02988864644795243,1
0.15684348194226658,0.030891231813290006,1
0.1955560383997747,0.030459176270332754,1
0.250032550267874,0.029690407428697045,1
0.21159115921392196,0.030252411707675,1
0.19766555923934837,0.030432905451814908,1
0.17748624765005946,0.03067265942318919,1
0.20749965482024535,0.030306717178637282,1
0.20388394840007995,0.03035382495004782,1
0.18135957399108227,0.03062863999427932,1
0.19978932112117886,0.030406172551647122,1
0.18608629798024115,0.030573634504440627,1
0.22529414750826438,0.030062813098849273,1
0.24793332733694826,0.02972351372265812,1
0.1875485481721211,0.03055633150153374,1
0.18777369209032713,0.030553655311551575,1
0.18528867331976123,0.03058301581741402,1
0.17142948651240203,0.030739588282245517,1
0.16664018696202718,0.030790866230074418,1
0.19518332731133373,0.030463788510371397,1
0.25153480170198145,0.02966654446899923,1
0.2286939544759173,0.03001393085292977,1
0.16477450552079373,0.03081044843856674,1
0.15692978570394753,0.03089037418699748,1
0.19891718770800582,0.03041718512139086,1
0.24798339979735304,0.029722727292590005,1
0.1805070975885381,0.03063840974252809,1
0.19889172563565635,0.030417505911285142,1
0.1757034706870349,0.03069260090775697,1
0.23531247952867354,0.029916670097023163,1
0.18237102346634665,0.030616988638864896,1
0.18739298238889204,0.03055817877013582,1
0.17959004204184884,0.030648868202401695,1
0.22858097662948276,0.030015567002888963,1
0.18691101481002317,0.030563892171192843,1
0.179889778238005,0.030645455753725206,1
0.18875986338858852,0.03054189528060375,1
0.18387031658968422,0.03059959836848773,1
0.2196821963476605,0.03014189975743829,1
0.22505526826986827,0.030066220163936824,1
0.20186582496675298,0.03037975828873827,1
0.22284618078145124,0.03009755647028435,1
0.22871695882994683,0.030013597603829434,1
0.17926712542785908,0.030652538188639073,1
0.1701598052298084,0.030753324000878466,1
0.20943448459399142,0.030281168841402015,1
0.22180427296648042,0.03011222884656598,1
0.21059180320471266,0.030265773765660645,1
0.14323910333031337,0.03102052389364145,1
0.2112494087813414,0.030256988256935635,1
0.18709841196721796,0.030561672452354673,1
0.20010231889098706,0.03040220853026006,1
0.2412231304977699,0.029827466350489006,1
0.27253557922842875,0.02931798457866625,0
0.1967459842921571,0.03044439199022049,1
0.17744811971055036,0.030673088014941945,1
0.20176485602970712,0.030381048985961497,1
0.24547952320794733,0.02976185819536089,1
0.252760206675306,0.029646973301724375,1
0.15409577103250832,0.03091829001997266,1
0.20704371180331646,0.03031270312690937,1
0.21701491103831155,0.030178789209891116,1
0.16437134398195266,0.03081465105639075,1
0.16654756897072812,0.030791843550132394,1
0.20889307676479624,0.030288341719191206,1
0.17180272899566476,0.03073553103443373,1
0.250750778518679,0.02967901635223159,1
0.17556887475514268,0.030694098274955037,1
0.19272934782549805,0.03049393642794759,1
0.25500874784771904,0.02961081405211607,1
0.20800072496956884,0.030300123581982363,1
0.15688503469967865,0.030890818950003365,1
0.18819578090893566,0.0305486294693117,1
0.16458098784343006,0.030812466981426544,1
0.23374773669636165,0.029939914799465197,1
0.18479771117808905,0.030588770263603363,1
0.19182979368925573,0.030504892196912443,1
0.1626641305254195,0.030832333208024088,1
0.23616412526603808,0.029903953481372012,1
0.17034439218966926,0.03075133343796789,1
0.1996578475539429,0.03040783577362333,1
0.1706954089644894,0.030747542162341792,1
0.17730481170732473,0.030674698100143952,1
0.1926759413292987,0.03049458830272543,1
0.1786717010060541,0.030659287941541522,1
0.22520701953520358,0.03006405619852159,1
0.1634925247742006,0.030823776322129123,1
0.1888653823271389,0.030540633325641903,1
0.21109097716160855,0.030259107383499663,1
0.2623154250326001,0.029491102761448548,0
0.2140585317826993,0.030219150388066298,1
0.21266980605075508,0.030237918491474072,1
0.17261762351210957,0.030726642244902094,1
0.18113008906819145,0.030631274518557502,1
0.19568749525601395,0.030457547413793952,1
0.2083812401746458,0.03029510574732371,1
0.20859900275311785,0.030292229997186906,1
0.23159658839468172,0.029971617568363456,1
0.21180925249597335,0.030249487245658714,1
0.19453527506439772,0.03047178710298937,1
0.1511150736457322,0.030947101811816487,1
0.20752417668762826,0.03030639486476654,1
0.17488156422880846,0.030701726649784114,1
0.17135448345628507,0.030740402521216882,1
0.19717813880302382,0.030439000559259213,1
0.24203201877386488,0.029815086441499078,1
0.16474714253506492,0.030810734000199066,1
0.21079728361080663,0.030263031521500998,1
0.15582157437766705,0.030901350948099534,1
0.18768596456245584,0.030554698473149157,1
0.25386002212185055,0.029629326956858857,1
0.1526414292179276,0.030932418172048223,1
0.19572866752363569,0.030457037031072935,1
0.1957243592764515,0.030457090442316433,1
0.204613527707612,0.030344386203892088,1
0.1918929375405314,0.030504124833630134,1
0.1414560743884534,0.031036600372155883,1
0.1745619527852556,0.030705263785546347,1
0.23579029289122505,0.02990954113383784,1
0.18027828689100367,0.0306410241765219,1
0.3301146307557645,0.028219023681628052,0
0.19334618767443487,0.030486394243909715,1
0.19074112515537017,0.030518082660076027,1
0.18887264512261964,0.030540546440214145,1
0.13433543730241074,0.03109879489897781,0
0.14024641298273713,0.03104739249617047,1
0.20397215841795607,0.030352685547200765,1
0.19201205176307884,0.03050267659610036,1
0.20140042951337156,0.03038570211954505,1
0.18075814085689204,0.030635537459868915,1
0.22285660082002517,0.030097409385722196,1
0.14050989124539792,0.031045049741950548,1
0.22674576887056766,0.03004203132772585,1
0.1915592540254336,0.0305081771038403,1
0.186626199226492,0.03056726155158349,1
0.21178340379870847,0.030249834014049688,1
0.26672576662332553,0.0294172079174498,0
0.18845644950622645,0.030545520032904106,1
0.19906138412246463,0.03041536765423404,1
0.20809373234088105,0.030298897945381972,1
0.1814149538527686,0.030628003724826814,1
0.1910059020819872,0.03051488149388522,1
0.1800594668293309,0.030643521353508094,1
0.2430801639806457,0.029798983098079424,1
0.20206342116131576,0.030377230526066203,1
0.15692549719449794,0.03089041681433772,1
0.1738156932740081,0.030713497438934458,1
0.20184947569128886,0.030379967327171364,1
0.20350402634758907,0.030358726744873405,1
0.19242274778796162,0.03049767630125085,1
0.1754571977063456,0.030695339800684687,1
0.22787521983187115,0.03002576950275465,1
0.2176309466856509,0.030170309249776803,1
0.20437702712436379,0.03034744956303377,1
0.21449321372762006,0.030213250723896058,1
0.20226856192601542,0.030374603632439854,1
0.15483479843532535,0.030911059428111905,1
0.1575019855118619,0.030884676133129386,1
0.1876600562017613,0.030555006454324143,1
0.16611833255651018,0.030796365828239584,1
0.23347553353980816,0.029943942619360918,1
0.17529923035336473,0.03069709459169334,1
0.17117990995894589,0.030742296324731813,1
0.19051414313728432,0.030520823348891182,1
0.18782009901377,0.030553103293089315,1
0.16911773363590274,0.030764521088775518,1
0.21433630598273104,0.030215381714207235,1
0.26469176277207845,0.029451440531814997,0
0.17059570499142185,0.030748619842449268,1
0.27253193037045575,0.029318047566935544,0
0.181281040896955,0.030629541942428767,1
0.1886478826966192,0.03054323374362546,1
0.1983434949695514,0.030424402963178228,1
0.18897428355384988,0.030539330180644295,1
0.17866667655138324,0.03065934480339535,1
0.20564391938954438,0.030330998341550345,1
0.2021918688354582,0.030375586024175023,1
0.1703937793090527,0.030750800487429772,1
0.17618767687223644,0.030687204669766203,1
0.21299953268075364,0.030233473419335632,1
0.1812190191982342,0.030630253982050437,1
0.21976005965277745,0.030140816112339645,1
0.16527104177164445,0.030805258320235965,1
0.21097780261572924,0.03026062019358167,1
0.14232388774064805,0.031028800985067714,1
0.2286686284423275,0.030014297695925417,1
0.21342923604096437,0.030227670217614546,1
0.2318489389477302,0.02996791370141942,1
0.19750456014590725,0.030434920381752516,1
0.24799808951637917,0.029722496548079284,1
0.16974187057781204,0.030757822981346238,1
0.1864269853232638,0.030569615206655104,1
0.16700968415227974,0.030786961828110703,1
0.18585767343536122,0.030576327606417552,1
0.17663271494075605,0.030682231843796114,1
0.20174390470864662,0.030381316728145237,1
0.22706288036034883,0.030037473717638017,1
0.19906186487317246,0.03041536159259749,1
0.21081221632211675,0.03026283213237118,1
